Subscribers, Delay (ms)
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 256.00
6 Subscribers, 256.00
6 Subscribers, 256.00
6 Subscribers, 256.00
6 Subscribers, 257.00
6 Subscribers, 256.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 249.00
6 Subscribers, 250.00
6 Subscribers, 249.00
6 Subscribers, 250.00
6 Subscribers, 249.00
6 Subscribers, 250.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 242.00
6 Subscribers, 247.00
6 Subscribers, 247.00
6 Subscribers, 247.00
6 Subscribers, 247.00
6 Subscribers, 247.00
6 Subscribers, 248.00
6 Subscribers, 234.00
6 Subscribers, 234.00
6 Subscribers, 234.00
6 Subscribers, 234.00
6 Subscribers, 234.00
6 Subscribers, 234.00
6 Subscribers, 267.00
6 Subscribers, 267.00
6 Subscribers, 267.00
6 Subscribers, 267.00
6 Subscribers, 267.00
6 Subscribers, 267.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 241.00
6 Subscribers, 241.00
6 Subscribers, 241.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 241.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 241.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 241.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 243.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 251.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 243.00
6 Subscribers, 242.00
6 Subscribers, 243.00
6 Subscribers, 252.00
6 Subscribers, 252.00
6 Subscribers, 252.00
6 Subscribers, 252.00
6 Subscribers, 252.00
6 Subscribers, 252.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 250.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 235.00
6 Subscribers, 235.00
6 Subscribers, 235.00
6 Subscribers, 235.00
6 Subscribers, 235.00
6 Subscribers, 235.00
6 Subscribers, 255.00
6 Subscribers, 255.00
6 Subscribers, 255.00
6 Subscribers, 255.00
6 Subscribers, 255.00
6 Subscribers, 256.00
6 Subscribers, 259.00
6 Subscribers, 259.00
6 Subscribers, 259.00
6 Subscribers, 259.00
6 Subscribers, 259.00
6 Subscribers, 259.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 259.00
6 Subscribers, 260.00
6 Subscribers, 259.00
6 Subscribers, 260.00
6 Subscribers, 260.00
6 Subscribers, 260.00
6 Subscribers, 239.00
6 Subscribers, 239.00
6 Subscribers, 239.00
6 Subscribers, 239.00
6 Subscribers, 239.00
6 Subscribers, 239.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 251.00
6 Subscribers, 252.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 264.00
6 Subscribers, 264.00
6 Subscribers, 264.00
6 Subscribers, 264.00
6 Subscribers, 264.00
6 Subscribers, 264.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 273.00
6 Subscribers, 274.00
6 Subscribers, 274.00
