PID, Clients, Delay (ms)
53168,16 Pubs and Subs ,16061.85
53165,16 Pubs and Subs ,16075.16
53165,16 Pubs and Subs ,16076.40
53168,16 Pubs and Subs ,16125.21
53168,16 Pubs and Subs ,16141.99
53168,16 Pubs and Subs ,16186.11
53168,16 Pubs and Subs ,16228.37
,16 Pubs and Subs ,16212.41
53168,16 Pubs and Subs ,16247.29
,16 Pubs and Subs ,16238.64
,16 Pubs and Subs ,16284.58
53168,16 Pubs and Subs ,16291.51
53169,16 Pubs and Subs ,16301.99
53169,16 Pubs and Subs ,16312.51
,16 Pubs and Subs ,16451.09
,16 Pubs and Subs ,16473.46
,16 Pubs and Subs ,16547.00
,16 Pubs and Subs ,16636.14
53168,16 Pubs and Subs ,16675.33
,16 Pubs and Subs ,16704.20
,16 Pubs and Subs ,16684.71
53168,16 Pubs and Subs ,16703.17
,16 Pubs and Subs ,16722.15
,16 Pubs and Subs ,16705.33
,16 Pubs and Subs ,16724.41
53169,16 Pubs and Subs ,16786.75
53169,16 Pubs and Subs ,16796.27
53169,16 Pubs and Subs ,16776.41
53171,16 Pubs and Subs ,16683.52
53171,16 Pubs and Subs ,16772.78
53169,16 Pubs and Subs ,17036.62
53169,16 Pubs and Subs ,17008.02
53169,16 Pubs and Subs ,17102.09
53169,16 Pubs and Subs ,17105.70
,16 Pubs and Subs ,17196.94
53169,16 Pubs and Subs ,17203.59
53169,16 Pubs and Subs ,17207.92
,16 Pubs and Subs ,17210.32
53169,16 Pubs and Subs ,17245.86
53169,16 Pubs and Subs ,17247.44
53169,16 Pubs and Subs ,17253.51
53171,16 Pubs and Subs ,17125.23
53171,16 Pubs and Subs ,17171.61
53172,16 Pubs and Subs ,17174.90
53171,16 Pubs and Subs ,17180.10
53172,16 Pubs and Subs ,17260.42
53171,16 Pubs and Subs ,17354.17
53171,16 Pubs and Subs ,17395.09
53171,16 Pubs and Subs ,17434.47
53171,16 Pubs and Subs ,17468.84
53169,16 Pubs and Subs ,17671.71
53171,16 Pubs and Subs ,17529.62
53171,16 Pubs and Subs ,17544.92
53169,16 Pubs and Subs ,17691.17
53171,16 Pubs and Subs ,17623.94
53171,16 Pubs and Subs ,17640.22
53172,16 Pubs and Subs ,17628.05
53171,16 Pubs and Subs ,17669.83
53173,16 Pubs and Subs ,17611.17
53172,16 Pubs and Subs ,17694.00
53172,16 Pubs and Subs ,17696.04
53173,16 Pubs and Subs ,17713.08
53172,16 Pubs and Subs ,17830.80
53172,16 Pubs and Subs ,17902.91
53172,16 Pubs and Subs ,17981.96
53172,16 Pubs and Subs ,17990.75
53172,16 Pubs and Subs ,17985.15
53171,16 Pubs and Subs ,17981.84
53172,16 Pubs and Subs ,18070.02
53171,16 Pubs and Subs ,18105.52
53173,16 Pubs and Subs ,18042.17
53172,16 Pubs and Subs ,18116.90
53172,16 Pubs and Subs ,18123.81
53164,16 Pubs and Subs ,17850.28
53172,16 Pubs and Subs ,18152.82
53173,16 Pubs and Subs ,18144.95
53173,16 Pubs and Subs ,18140.71
53164,16 Pubs and Subs ,18011.91
53173,16 Pubs and Subs ,18297.41
53173,16 Pubs and Subs ,18389.02
53172,16 Pubs and Subs ,18451.78
53173,16 Pubs and Subs ,18441.69
53173,16 Pubs and Subs ,18491.79
53173,16 Pubs and Subs ,18500.74
53164,16 Pubs and Subs ,18262.49
